file,gt,angry_before,disgust_before,fear_before,happy_before,sadness_before,surprise_before,neutral_before,dominant_emotion_before,angry_after,disgust_after,fear_after,happy_after,sadness_after,surprise_after,neutral_after,dominant_emotion_after
angry\angry_0547.jpg,angry,0.0365,0.0049,0.5397,0.0002,0.369,0.0166,0.033,fear,0.9861,0.0008,0.0,0.0,0.0047,0.0001,0.0083,angry
angry\angry_0549.jpg,angry,0.5312,0.0004,0.1779,0.0009,0.0356,0.2469,0.0072,angry,0.9983,0.0001,0.0006,0.0,0.0004,0.0005,0.0002,angry
angry\angry_0553.jpg,angry,0.4853,0.0017,0.0361,0.0015,0.3429,0.0028,0.1296,angry,0.9923,0.0003,0.0,0.0031,0.0015,0.0,0.0027,angry
angry\angry_0557.jpg,angry,0.1794,0.0005,0.6874,0.0005,0.0805,0.0495,0.0021,fear,,,,,,,,
angry\angry_0597.jpg,angry,0.385,0.006,0.1914,0.0012,0.3071,0.0107,0.0986,angry,0.9797,0.0122,0.0,0.0044,0.0011,0.0001,0.0025,angry
angry\angry_0622.jpg,angry,0.2425,0.0018,0.2815,0.0007,0.3806,0.048,0.045,sad,0.9926,0.0,0.0003,0.0,0.0014,0.0003,0.0053,angry
angry\angry_0624.jpg,angry,0.0469,0.0011,0.2209,0.0,0.6124,0.0849,0.0337,sad,0.8897,0.0079,0.0133,0.0003,0.0478,0.0091,0.0318,angry
angry\angry_0638.jpg,angry,,,,,,,,,,,,,,,,
angry\angry_0656.jpg,angry,0.3607,0.1119,0.236,0.0024,0.1957,0.0388,0.0545,angry,0.9375,0.0297,0.0024,0.0036,0.0102,0.0014,0.0152,angry
angry\angry_0681.jpg,angry,0.0686,0.0001,0.8142,0.0001,0.0542,0.0579,0.0048,fear,0.9978,0.001,0.0008,0.0,0.0001,0.0002,0.0001,angry
angry\angry_0748.jpg,angry,0.072,0.0015,0.2053,0.0003,0.6747,0.0256,0.0207,sad,0.97,0.0001,0.0001,0.0,0.008,0.0,0.0216,angry
angry\angry_0753.jpg,angry,0.09,0.7087,0.167,0.0002,0.0199,0.0105,0.0037,disgust,0.8999,0.0992,0.0003,0.0001,0.0,0.0004,0.0001,angry
angry\angry_0791.jpg,angry,0.119,0.0003,0.0637,0.0011,0.75,0.011,0.0549,sad,0.9034,0.0,0.0,0.0001,0.0141,0.0,0.0823,angry
angry\angry_0813.jpg,angry,0.0728,0.0075,0.1508,0.0001,0.6966,0.0101,0.0621,sad,0.9948,0.0,0.0001,0.0,0.0026,0.0001,0.0023,angry
angry\angry_0816.jpg,angry,0.1617,0.0026,0.2173,0.0038,0.3655,0.0137,0.2355,sad,0.9272,0.0,0.0,0.0001,0.0183,0.0,0.0543,angry
angry\angry_0818.jpg,angry,0.0175,0.0006,0.8484,0.0008,0.0704,0.0271,0.0353,fear,0.3846,0.0006,0.1785,0.0003,0.0136,0.3249,0.0976,angry
angry\angry_0827.jpg,angry,0.1639,0.0038,0.2413,0.0003,0.5596,0.0133,0.0179,sad,0.9956,0.0,0.0001,0.0,0.0016,0.0001,0.0026,angry
angry\angry_0838.jpg,angry,0.0331,0.0093,0.6226,0.0009,0.2404,0.0647,0.0291,fear,0.7987,0.1955,0.0002,0.0001,0.0011,0.001,0.0033,angry
angry\angry_0854.jpg,angry,0.0185,0.0002,0.3458,0.0,0.5795,0.0176,0.0384,sad,0.9726,0.0,0.0002,0.0,0.0045,0.0001,0.0226,angry
angry\angry_0888.jpg,angry,0.0067,0.0011,0.9843,0.0001,0.0016,0.0057,0.0005,fear,0.7942,0.0009,0.1997,0.0022,0.0001,0.0028,0.0001,angry
angry\angry_0899.jpg,angry,0.4783,0.0026,0.0377,0.002,0.049,0.3447,0.0856,angry,0.0453,0.0002,0.0004,0.0013,0.0717,0.53,0.3511,surprise
angry\angry_0908.jpg,angry,0.0665,0.0005,0.0949,0.0028,0.2526,0.0984,0.4842,neutral,0.7398,0.0,0.0001,0.0002,0.0019,0.0104,0.2476,angry
angry\angry_0911.jpg,angry,0.0019,0.0005,0.9931,0.0,0.0016,0.0022,0.0005,fear,0.4992,0.0048,0.4873,0.0029,0.0003,0.0052,0.0002,angry
angry\angry_0919.jpg,angry,0.0473,0.006,0.2618,0.0012,0.4077,0.2468,0.0291,sad,0.1583,0.0431,0.1949,0.0088,0.2503,0.218,0.1266,sad
angry\angry_0952.jpg,angry,0.2714,0.213,0.2624,0.0022,0.2363,0.0069,0.0077,angry,0.6489,0.3437,0.0006,0.0053,0.0005,0.0004,0.0007,angry
angry\angry_0955.jpg,angry,,,,,,,,,,,,,,,,
angry\angry_0987.jpg,angry,0.0939,0.002,0.2865,0.0001,0.5826,0.0103,0.0245,sad,0.9922,0.0,0.0,0.0,0.0042,0.0,0.0036,angry
angry\angry_0999.jpg,angry,0.1899,0.0201,0.7577,0.0003,0.0169,0.0107,0.0044,fear,0.9951,0.0008,0.0026,0.0001,0.0001,0.0012,0.0002,angry
angry\angry_1001.jpg,angry,0.0032,0.0032,0.9247,0.0001,0.0465,0.0203,0.0021,fear,0.8525,0.001,0.1309,0.0021,0.0019,0.0111,0.0005,angry
angry\angry_1027.jpg,angry,0.0014,0.0002,0.9957,0.0,0.0014,0.0012,0.0001,fear,0.7767,0.0001,0.2204,0.0004,0.0,0.0023,0.0,angry
angry\angry_1038.jpg,angry,0.0018,0.0004,0.9925,0.0001,0.0017,0.0031,0.0004,fear,0.5377,0.0007,0.4561,0.001,0.0001,0.0043,0.0001,angry
angry\angry_1075.jpg,angry,0.3458,0.022,0.5107,0.0016,0.0317,0.0768,0.0114,fear,0.9681,0.0282,0.0006,0.0002,0.0011,0.001,0.0008,angry
angry\angry_1098.jpg,angry,0.0355,0.0005,0.6115,0.0004,0.2358,0.0491,0.0672,fear,0.7149,0.0002,0.0007,0.0002,0.0267,0.0006,0.2567,angry
angry\angry_1100.jpg,angry,0.0039,0.003,0.987,0.0,0.0028,0.0026,0.0007,fear,0.4686,0.0009,0.5035,0.0091,0.0003,0.0173,0.0003,fear
angry\angry_1150.jpg,angry,0.7728,0.0009,0.0092,0.0033,0.0979,0.0321,0.0839,angry,0.9803,0.0006,0.0002,0.0005,0.0108,0.0001,0.0074,angry
angry\angry_1184.jpg,angry,0.3464,0.2531,0.2861,0.0034,0.0855,0.0192,0.0063,angry,0.9386,0.0465,0.0076,0.0016,0.0047,0.0007,0.0003,angry
angry\angry_1223.jpg,angry,0.1517,0.4479,0.3285,0.0004,0.0573,0.0121,0.0021,disgust,0.4462,0.5418,0.0043,0.0013,0.0041,0.0012,0.0012,disgust
angry\angry_1249.jpg,angry,0.0129,0.0047,0.426,0.0004,0.4632,0.0604,0.0324,sad,0.8394,0.0084,0.0359,0.0008,0.0598,0.014,0.0418,angry
angry\angry_1329.jpg,angry,0.0722,0.001,0.89,0.0009,0.0122,0.0209,0.0028,fear,0.4349,0.0828,0.043,0.0019,0.2701,0.0415,0.1258,angry
angry\angry_1330.jpg,angry,0.0048,0.0045,0.9758,0.0004,0.0107,0.0035,0.0004,fear,0.937,0.0119,0.0423,0.0054,0.0006,0.0025,0.0003,angry
angry\angry_1337.jpg,angry,0.22,0.5124,0.1779,0.0007,0.0733,0.0089,0.0069,disgust,0.3916,0.599,0.0005,0.0053,0.001,0.0005,0.0021,disgust
angry\angry_1361.jpg,angry,0.0309,0.0005,0.7533,0.0001,0.1073,0.0329,0.0749,fear,0.9941,0.0,0.0003,0.0,0.0004,0.0008,0.0044,angry
angry\angry_1378.jpg,angry,0.0226,0.0008,0.9583,0.0,0.0042,0.0135,0.0004,fear,0.807,0.0002,0.1891,0.0007,0.0001,0.003,0.0,angry
angry\angry_1403.jpg,angry,0.0757,0.5801,0.3262,0.0007,0.0076,0.0078,0.0019,disgust,0.8205,0.1567,0.0167,0.0017,0.0002,0.0039,0.0004,angry
angry\angry_1420.jpg,angry,0.0688,0.0178,0.7262,0.0,0.1632,0.0036,0.0203,fear,0.9998,0.0001,0.0,0.0,0.0,0.0,0.0001,angry
angry\angry_1432.jpg,angry,0.0282,0.1547,0.7151,0.0006,0.053,0.0377,0.0105,fear,0.9805,0.0057,0.0084,0.0001,0.0003,0.0038,0.0012,angry
angry\angry_1436.jpg,angry,0.3166,0.2155,0.2206,0.0004,0.222,0.0072,0.0178,angry,0.9593,0.0152,0.0008,0.0,0.0232,0.0,0.0015,angry
angry\angry_1438.jpg,angry,0.1296,0.2374,0.2073,0.1282,0.1263,0.1517,0.0194,disgust,0.6353,0.2616,0.0013,0.0877,0.0016,0.0103,0.0022,angry
angry\angry_1453.jpg,angry,0.0722,0.0045,0.8467,0.0016,0.0071,0.0648,0.0031,fear,0.9595,0.0001,0.0314,0.0054,0.0001,0.0035,0.0001,angry
angry\angry_1468.jpg,angry,0.0093,0.0003,0.9469,0.001,0.0036,0.0372,0.0017,fear,0.1594,0.0019,0.0117,0.0268,0.0039,0.7778,0.0183,surprise
angry\angry_1483.jpg,angry,0.1217,0.0003,0.4394,0.0012,0.3792,0.0342,0.024,fear,0.6313,0.0033,0.2043,0.0006,0.1405,0.0106,0.0095,angry
angry\angry_1487.jpg,angry,0.1244,0.0007,0.1355,0.0002,0.6661,0.0086,0.0644,sad,0.9665,0.0001,0.0,0.0001,0.0016,0.0,0.0317,angry
angry\angry_1514.jpg,angry,0.3729,0.0042,0.0449,0.0005,0.4784,0.014,0.0852,sad,0.994,0.0,0.0,0.0,0.002,0.0,0.0039,angry
angry\angry_1543.jpg,angry,0.0269,0.0389,0.3044,0.0002,0.5884,0.032,0.0093,sad,0.9061,0.0129,0.0002,0.0,0.0794,0.0,0.0014,angry
angry\angry_1553.jpg,angry,0.1311,0.0005,0.2744,0.0043,0.2389,0.2032,0.1476,fear,0.6765,0.0012,0.0362,0.0008,0.1766,0.037,0.0718,angry
angry\angry_1565.jpg,angry,0.0019,0.0007,0.7607,0.0,0.148,0.0815,0.0072,fear,0.9252,0.0024,0.0034,0.0001,0.0221,0.031,0.0159,angry
angry\angry_1614.jpg,angry,0.1047,0.0007,0.0236,0.0004,0.6735,0.0211,0.176,sad,0.411,0.0003,0.0006,0.0001,0.4278,0.0006,0.1595,sad
angry\angry_1686.jpg,angry,0.0337,0.2394,0.6634,0.0028,0.049,0.0073,0.0045,fear,0.9924,0.0032,0.002,0.0019,0.0001,0.0003,0.0001,angry
angry\angry_1688.jpg,angry,0.1016,0.0059,0.2336,0.002,0.4343,0.0448,0.1777,sad,0.8195,0.0036,0.0042,0.0016,0.0296,0.0096,0.1319,angry
angry\angry_1697.jpg,angry,0.0033,0.0165,0.9588,0.0001,0.0138,0.0052,0.0024,fear,0.8116,0.006,0.0555,0.0029,0.0017,0.1077,0.0146,angry
angry\angry_1720.jpg,angry,0.3651,0.0002,0.109,0.0008,0.3526,0.0213,0.151,angry,,,,,,,,
angry\angry_1727.jpg,angry,0.0053,0.007,0.6754,0.0,0.3048,0.0014,0.0061,fear,0.6635,0.2576,0.0005,0.0005,0.0637,0.0002,0.0141,angry
angry\angry_1742.jpg,angry,0.5062,0.0237,0.0653,0.0008,0.2578,0.0057,0.1405,angry,0.9644,0.0001,0.0001,0.0002,0.0115,0.0001,0.0237,angry
angry\angry_1745.jpg,angry,0.2888,0.0067,0.0445,0.0004,0.5791,0.0072,0.0733,sad,0.9776,0.0165,0.0001,0.0015,0.002,0.0,0.0024,angry
angry\angry_1820.jpg,angry,0.2434,0.0005,0.0569,0.0004,0.5564,0.0119,0.1306,sad,0.9887,0.0003,0.0,0.0004,0.0037,0.0,0.007,angry
angry\angry_1840.jpg,angry,0.2211,0.1327,0.2041,0.0039,0.2475,0.0258,0.1649,sad,0.1876,0.8105,0.0,0.0005,0.0003,0.0,0.0011,disgust
angry\angry_1855.jpg,angry,0.0054,0.0003,0.9704,0.0003,0.0052,0.0176,0.0008,fear,0.3542,0.0008,0.6207,0.0024,0.0003,0.0214,0.0002,fear
angry\angry_1873.jpg,angry,0.0343,0.0097,0.7743,0.0001,0.1441,0.0125,0.0249,fear,0.9113,0.0015,0.0015,0.0006,0.0059,0.0036,0.0755,angry
angry\angry_1936.jpg,angry,0.3802,0.0077,0.4053,0.0018,0.0699,0.1239,0.0114,fear,0.7258,0.2693,0.0002,0.0001,0.0021,0.0007,0.0017,angry
angry\angry_1941.jpg,angry,0.5867,0.0034,0.0421,0.0005,0.294,0.0025,0.0708,angry,0.997,0.0002,0.0,0.0008,0.0005,0.0,0.0015,angry
angry\angry_1947.jpg,angry,0.116,0.0003,0.8505,0.0006,0.0079,0.0238,0.0009,fear,0.982,0.0011,0.0155,0.0002,0.0002,0.0009,0.0001,angry
angry\angry_1949.jpg,angry,,,,,,,,,0.8511,0.0003,0.1458,0.0004,0.0,0.0023,0.0,angry
angry\angry_1950.jpg,angry,0.4444,0.0643,0.1494,0.0019,0.2614,0.0181,0.0605,angry,0.9751,0.0221,0.0,0.0007,0.0007,0.0,0.0014,angry
angry\angry_2080.jpg,angry,0.0074,0.0023,0.9739,0.0,0.0026,0.0134,0.0005,fear,0.8376,0.0022,0.151,0.0032,0.0002,0.0057,0.0001,angry
angry\angry_2105.jpg,angry,0.019,0.0158,0.7751,0.0002,0.1442,0.0346,0.0111,fear,0.9942,0.0008,0.0003,0.0,0.001,0.0003,0.0034,angry
angry\angry_2168.jpg,angry,0.4402,0.0338,0.3129,0.0001,0.1828,0.0178,0.0125,angry,0.9985,0.0002,0.0001,0.0,0.001,0.0,0.0003,angry
angry\angry_2194.jpg,angry,0.1909,0.7718,0.0264,0.0014,0.0021,0.0064,0.0011,disgust,0.9445,0.051,0.0018,0.002,0.0001,0.0003,0.0001,angry
angry\angry_2382.jpg,angry,0.488,0.0023,0.2159,0.0002,0.2231,0.023,0.0475,angry,0.9975,0.0005,0.0,0.0,0.0004,0.0,0.0015,angry
angry\angry_2464.jpg,angry,0.0167,0.165,0.2393,0.0002,0.5414,0.0198,0.0177,sad,0.8644,0.022,0.0108,0.0002,0.0298,0.0162,0.0566,angry
angry\angry_2472.jpg,angry,0.0325,0.001,0.4325,0.0001,0.4164,0.095,0.0226,fear,0.8833,0.0005,0.0025,0.0,0.1054,0.0004,0.0078,angry
angry\angry_2507.jpg,angry,0.0546,0.0051,0.1861,0.0005,0.7018,0.0228,0.0291,sad,0.9825,0.0135,0.0,0.0,0.0029,0.0,0.001,angry
angry\angry_2511.jpg,angry,0.3484,0.0025,0.0675,0.0003,0.4406,0.0098,0.1308,sad,0.961,0.0001,0.0001,0.0001,0.0095,0.0,0.0293,angry
angry\angry_2550.jpg,angry,0.0611,0.11,0.652,0.0014,0.0851,0.034,0.0564,fear,0.9615,0.0207,0.01,0.0006,0.0005,0.0048,0.0018,angry
angry\angry_2564.jpg,angry,0.003,0.0038,0.9259,0.0002,0.0278,0.0378,0.0016,fear,,,,,,,,
angry\angry_2565.jpg,angry,0.0311,0.0003,0.6594,0.0001,0.142,0.1564,0.0108,fear,0.4215,0.0036,0.3482,0.0005,0.135,0.0717,0.0195,angry
angry\angry_2573.jpg,angry,0.0148,0.0012,0.9769,0.0001,0.0035,0.0022,0.0012,fear,0.4471,0.0035,0.5448,0.0015,0.0006,0.0022,0.0002,fear
angry\angry_2584.jpg,angry,0.3469,0.0022,0.1773,0.0022,0.3478,0.0421,0.0816,sad,0.5333,0.0001,0.0018,0.0,0.392,0.0025,0.0703,angry
angry\angry_2586.jpg,angry,0.0499,0.0031,0.8674,0.0001,0.0668,0.006,0.0067,fear,0.9772,0.0005,0.0008,0.0001,0.0107,0.0002,0.0105,angry
angry\angry_2610.jpg,angry,0.093,0.0013,0.4488,0.0005,0.3833,0.0243,0.0487,fear,0.9965,0.0003,0.0001,0.0,0.0027,0.0,0.0004,angry
angry\angry_2628.jpg,angry,0.0238,0.0131,0.8953,0.0001,0.0031,0.0641,0.0005,fear,0.9521,0.0008,0.0444,0.0004,0.0001,0.0022,0.0,angry
angry\angry_2732.jpg,angry,0.1983,0.1598,0.4187,0.0095,0.1201,0.0601,0.0336,fear,0.9885,0.0069,0.0036,0.0002,0.0002,0.0005,0.0001,angry
angry\angry_2735.jpg,angry,0.0664,0.0018,0.2948,0.0008,0.5371,0.0591,0.04,sad,0.9411,0.0003,0.0001,0.0005,0.0541,0.0,0.0039,angry
angry\angry_2738.jpg,angry,0.2034,0.0112,0.7217,0.0006,0.0147,0.0444,0.004,fear,0.9945,0.0034,0.0013,0.0001,0.0001,0.0006,0.0001,angry
angry\angry_2750.jpg,angry,0.266,0.0061,0.5157,0.0001,0.2024,0.0021,0.0076,fear,0.993,0.0004,0.0003,0.0,0.0058,0.0,0.0005,angry
angry\angry_2756.jpg,angry,0.5449,0.0021,0.084,0.0007,0.2858,0.0061,0.0763,angry,0.9938,0.0002,0.0,0.0009,0.002,0.0,0.0032,angry
angry\angry_2764.jpg,angry,0.0498,0.0014,0.3627,0.0001,0.5176,0.043,0.0254,sad,0.5934,0.0002,0.1385,0.002,0.0366,0.1334,0.0959,angry
angry\angry_2770.jpg,angry,0.4039,0.0032,0.1065,0.0008,0.2643,0.0369,0.1845,angry,0.7452,0.0007,0.0009,0.0003,0.0895,0.0012,0.1622,angry
angry\angry_2780.jpg,angry,0.149,0.0005,0.2308,0.0002,0.0424,0.5566,0.0205,surprise,0.6801,0.013,0.0121,0.001,0.0256,0.2159,0.0523,angry
angry\angry_2803.jpg,angry,0.2445,0.0261,0.6082,0.0016,0.0683,0.0311,0.02,fear,0.9818,0.0171,0.0001,0.0001,0.0003,0.0001,0.0005,angry
angry\angry_2856.jpg,angry,0.1596,0.0021,0.0721,0.0018,0.4464,0.0943,0.2237,sad,0.675,0.0004,0.0002,0.0058,0.0631,0.0018,0.2537,angry
angry\angry_2867.jpg,angry,0.0443,0.0009,0.1173,0.0002,0.7937,0.0075,0.036,sad,0.9712,0.0001,0.0001,0.0,0.0204,0.0,0.0082,angry
angry\angry_2898.jpg,angry,0.1115,0.0008,0.2948,0.0002,0.5131,0.0101,0.0695,sad,0.9524,0.0001,0.0001,0.0001,0.0252,0.0,0.0222,angry
angry\angry_2906.jpg,angry,0.0673,0.02,0.652,0.0006,0.2079,0.0288,0.0234,fear,0.2861,0.6727,0.0003,0.0002,0.0173,0.0003,0.0232,disgust
angry\angry_2908.jpg,angry,0.1656,0.0028,0.3212,0.0039,0.3424,0.0655,0.0985,sad,0.9498,0.0006,0.0003,0.0002,0.0145,0.0008,0.0337,angry
angry\angry_2927.jpg,angry,0.0311,0.0003,0.6594,0.0001,0.142,0.1564,0.0108,fear,0.4215,0.0036,0.3482,0.0005,0.135,0.0717,0.0195,angry
angry\angry_2937.jpg,angry,0.6659,0.0002,0.0004,0.0014,0.0038,0.0035,0.3249,angry,0.9644,0.0002,0.0002,0.0002,0.0009,0.0018,0.0323,angry
angry\angry_2981.jpg,angry,0.3266,0.0914,0.5482,0.0037,0.0178,0.0082,0.0042,fear,0.9707,0.0169,0.0046,0.0059,0.0006,0.0006,0.0006,angry
angry\angry_3016.jpg,angry,0.3076,0.0048,0.3201,0.0001,0.3305,0.0066,0.0303,sad,0.9991,0.0,0.0,0.0,0.0004,0.0,0.0005,angry
angry\angry_3019.jpg,angry,0.0544,0.0004,0.6611,0.0003,0.2253,0.0369,0.0215,fear,0.9544,0.0002,0.0001,0.0,0.0122,0.0,0.033,angry
angry\angry_3152.jpg,angry,0.1245,0.003,0.3481,0.0006,0.3996,0.044,0.0801,sad,0.841,0.0005,0.0031,0.0001,0.0853,0.0016,0.0684,angry
angry\angry_3156.jpg,angry,0.0918,0.0024,0.205,0.0008,0.513,0.0319,0.1551,sad,0.9786,0.0025,0.0002,0.0,0.0024,0.0001,0.0161,angry
angry\angry_3166.jpg,angry,0.0755,0.0001,0.0169,0.0038,0.6905,0.0019,0.2113,sad,0.7079,0.0054,0.0001,0.0054,0.0183,0.0001,0.2628,angry
angry\angry_3184.jpg,angry,0.3418,0.0008,0.0833,0.0005,0.4722,0.0257,0.0757,sad,0.9882,0.0008,0.0018,0.0003,0.0041,0.0013,0.0035,angry
angry\angry_3193.jpg,angry,0.0511,0.0003,0.6412,0.0005,0.14,0.1331,0.0337,fear,0.0114,0.0003,0.687,0.0033,0.19,0.0924,0.0155,fear
angry\angry_3199.jpg,angry,0.0072,0.9752,0.0134,0.0001,0.0018,0.0021,0.0002,disgust,0.6912,0.0124,0.0644,0.017,0.0016,0.2127,0.0007,angry
angry\angry_3211.jpg,angry,0.362,0.0365,0.3409,0.0015,0.1925,0.037,0.0296,angry,0.5171,0.4807,0.0003,0.0006,0.0007,0.0001,0.0005,angry
angry\angry_3248.jpg,angry,0.0256,0.0042,0.7883,0.0003,0.165,0.0083,0.0084,fear,0.957,0.0001,0.0007,0.0002,0.0243,0.0001,0.0177,angry
angry\angry_3252.jpg,angry,0.554,0.0117,0.0328,0.0005,0.3176,0.0063,0.0771,angry,0.2296,0.0021,0.0002,0.0097,0.0864,0.0006,0.6714,neutral
angry\angry_3298.jpg,angry,0.0955,0.0016,0.1281,0.0003,0.0339,0.7289,0.0116,surprise,0.996,0.0002,0.0003,0.0001,0.0002,0.003,0.0003,angry
angry\angry_3304.jpg,angry,0.2504,0.1154,0.3218,0.0013,0.0097,0.2989,0.0026,fear,0.9321,0.0292,0.0298,0.0008,0.001,0.0062,0.0009,angry
angry\angry_3352.jpg,angry,0.0345,0.0005,0.277,0.0002,0.4409,0.0257,0.2212,sad,,,,,,,,
angry\angry_3384.jpg,angry,0.0013,0.0005,0.9933,0.0,0.0017,0.003,0.0003,fear,0.4735,0.0003,0.5123,0.0049,0.0001,0.0089,0.0001,fear
angry\angry_3390.jpg,angry,0.0047,0.0007,0.6572,0.0001,0.2817,0.0081,0.0474,fear,0.9431,0.0129,0.0212,0.0095,0.0026,0.0032,0.0075,angry
angry\angry_3434.jpg,angry,0.1274,0.1311,0.2901,0.0002,0.4108,0.02,0.0204,sad,0.9467,0.0502,0.0001,0.0,0.0019,0.0,0.0011,angry
angry\angry_3463.jpg,angry,0.8023,0.0117,0.1164,0.0039,0.0427,0.0207,0.0022,angry,0.9908,0.0053,0.0005,0.0023,0.0008,0.0002,0.0002,angry
angry\angry_3494.jpg,angry,0.0393,0.0024,0.9376,0.0003,0.0067,0.0116,0.0022,fear,0.5433,0.0006,0.4493,0.001,0.0001,0.0055,0.0,angry
angry\angry_3528.jpg,angry,0.3879,0.1358,0.2018,0.0005,0.1505,0.0329,0.0906,angry,0.1516,0.8473,0.0001,0.0,0.0004,0.0001,0.0005,disgust
angry\angry_3682.jpg,angry,0.6156,0.0064,0.1688,0.0001,0.1731,0.0114,0.0247,angry,0.9994,0.0,0.0,0.0,0.0004,0.0,0.0002,angry
